record_id,title,author,date,subject,lcsh,resource_type,data_sources,language,origin,link,summary,download,format,objectid,filename
BA1936 P177,"Press message from British Official Press relating to situation in Palestine and the currency situation (appreciation of the French franc), 1936 Jun 8",,6/8/1936 0:00,press; Palestine; currency,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; press; periodicals; newspapers; government and the press; press--Palestine; press-Palestine--history; currency; money; currency boards; monetary policy,text,Archive,English,Bristol Archive,https://archives.bristol.gov.uk/records/40954/1,Open,no,record,5d580cf4-73f9-4bbe-859e-baa2831ea1d2,https://archives.bristol.gov.uk/records/40954/1
BA1919-1948 P178,"Palestine, Circa 1919-1948","From the Collection: Nadel, Barukh",1919-1948,Palestine,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs,text,Archive,"English, Arabic, Hebrew",Bristol Archive,https://archives.yale.edu/repositories/12/archival_objects/1995047,,no,record,5cad5359-6c3d-4785-b30c-e99d5613bbe1,https://archives.yale.edu/repositories/12/archival_objects/1995047
YA P179,"Palestine Statehood Committee ""Concerning the campaigns for a Jewish Army; to save the Jewish people of Europe and the establishment of a Hebrew Republic in Palestine"" papers",,No Date,Palestine; committee; campaign; American league; arrangement; copy; correspondence; memoranda; Middle East; refugee; war; crime,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; ____ committees; committees; campaign against ____; campaign funds; campaign expeditures; campaign for ____; correspondence; letters; letter writing; memoranda; memorandums; memorandum; refugee action; studies in forced migration studies; refugee camp schools; refugee camps; refugee camps--Palestine; war; military policy; battles; war and society; american league for a free Palestine; arrangements; copy; advertising; advertising copy; middle east; Arab countries; middle east--1900-1950; middle east--20th century; middle east--aerial views; middle east--israel; middle east--Jerusalem; middle east--jordan river; middle east--languages; middle east--Palestine; crimes; crime; crimes against humanity--Jerusalem,text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/resources/4826,"Series I contains correspondence of the American Friends of a Jewish Palestine, the Committee for a Jewish Army, the Emergency Committee to Save the Jewish People of Europe, the American League for a Free Palestine, and the Hebrew Committee of National Liberation. Since most of the individuals whose correspondence appears in Series I served on more than one committee and the work of the committees was closely interrelated, no attempt was made to keep. the correspondence of each indiviual or organization separate. The arrangement of the Series is chronological. In addition to original letter, Series I contains typed copies of correspondence. Because of the rapid deterioration of the paper used, electrostatic copies ahve been made for preservation and filed in Series I in place of the typed copies. Following the chronologically arranged correspondence in Series I are seven folders containing electrostatic copies of corresopndence and memoranda from the Franklin Delano Roosevelt Library and the Library of Congress concerning the United States policy in the Middle East, the War Refugee Board, and the War Crimes Commission. Series I also contains typed cross references which refer to material located in the original microfilm (reels #1-12)",no,record,0f60b448-c351-4545-bdf6-0516caa96b90,https://archives.yale.edu/repositories/12/resources/4826
YA1938-1943 P180,"Public statements, press releases, reports, and clippings, 1938-1943 June",,June 1938-1943,press; report; clipping,Press; Periodicals; Newspapers; Government and the Press; Press--Palestine; Press-Palestine--History; reports; reports and memoirs; reports and studies; reports and working papers; clippings; clippings (books; newspapers; etc.),text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985830,,no,record,96c9ca84-b8ec-40d1-af35-0946b60487d2,https://archives.yale.edu/repositories/12/archival_objects/1985830
YA1938-1943 P181,"Public statements, press releases, reports, and clippings, 1938-1943 June",,June 1938-1943,press; report; clipping,Press; Periodicals; Newspapers; Government and the Press; Press--Palestine; Press-Palestine--History; reports; reports and memoirs; reports and studies; reports and working papers; clippings; clippings (books; newspapers; etc.),text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985831,,no,record,c05eeb05-2741-4777-b900-bbd752ebedce,https://archives.yale.edu/repositories/12/archival_objects/1985831
YA P182,Programs,,No Date,program,Programs; ____ Programs; Program; Playbills; Theater Programs; Film Posters; Theatrical Posters,text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985835,,no,record,c9ef50e0-1acc-4b00-a9f5-f8b99e62ebdc,https://archives.yale.edu/repositories/12/archival_objects/1985835
YA P183,"Papers prepared for the conference: ""From Evian to Bermuda,"" and ""Realistic Possibilities to Rescue the Jews from the Satellite Countries of Europe""",,No Date,conference,Conferences; Meetings,text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985836,,no,record,ab4b25ec-793e-4899-a426-00b3bdf71fd8,https://archives.yale.edu/repositories/12/archival_objects/1985836
YA P184,"Papers prepared for the conference: ""The White Paper Policy in Palestine and the Problem of Saving the Jewish People of Europe,"" and ""Memorandum on the Findings of the Emergency Conference to Save the Jewish People of Europe""",,No Date,conference; policy; Palestine; memoranda,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; memoranda; memoradums; memorandum; policy; policies; policies and economics of the middle east; policies and institutions; conferences; meetings,text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985837,,no,record,6e582fc6-7bc2-4a43-a9a4-67aa9b310cfd,https://archives.yale.edu/repositories/12/archival_objects/1985837
YA1943-1944 P185,"Public statements, press releases, reports, and clippings, 1943 August-1944 February",,August 1943-February 1944,press; report; clipping,Press; Periodicals; Newspapers; Government and the Press; Press--Palestine; Press-Palestine--History; reports; reports and memoirs; reports and studies; reports and working papers; clippings; clippings (books; newspapers; etc.),text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985838,,no,record,d8490f73-b1e6-4eec-ada8-e2cd3bb81c10,https://archives.yale.edu/repositories/12/archival_objects/1985838
YA1944 P186,"Public statements, press releases, reports, and clippings, 1944 March-1944 July 31",,March 1944-July 31 1944,press; report; clipping,Press; Periodicals; Newspapers; Government and the Press; Press--Palestine; Press-Palestine--History; reports; reports and memoirs; reports and studies; reports and working papers; clippings; clippings (books; newspapers; etc.),text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985839,,no,record,867d6a1f-08be-42a3-a782-3ff5c0376222,https://archives.yale.edu/repositories/12/archival_objects/1985839
YA1944 P187,"Public statements, press releases, reports, and clippings, 1944 August 1-1944 October",,August 1 1944- October 1944,press; report; clipping,Press; Periodicals; Newspapers; Government and the Press; Press--Palestine; Press-Palestine--History; reports; reports and memoirs; reports and studies; reports and working papers; clippings; clippings (books; newspapers; etc.),text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985841,,no,record,11982bff-ffb2-45c5-aa5e-d7e7e94ac974,https://archives.yale.edu/repositories/12/archival_objects/1985841
YA1944-1945 P188,"Public statements, press releases, reports, and clippings, 1944 November-1945 December",,November 1944-December 1945,press; report; clipping,Press; Periodicals; Newspapers; Government and the Press; Press--Palestine; Press-Palestine--History; reports; reports and memoirs; reports and studies; reports and working papers; clippings; clippings (books; newspapers; etc.),text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985842,,no,record,87605322-a39e-41f1-af0a-f47f45278f36,https://archives.yale.edu/repositories/12/archival_objects/1985842
YA1946 P189,"Public statements, press releases, reports, and clippings, 1946 January-1946 June 15",,January 1946-June 15-1946,press; report; clipping,Press; Periodicals; Newspapers; Government and the Press; Press--Palestine; Press-Palestine--History; reports; reports and memoirs; reports and studies; reports and working papers; clippings; clippings (books; newspapers; etc.),text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985844,,no,record,5e623f79-58cb-4afa-bf09-c8e043b8a2f1,https://archives.yale.edu/repositories/12/archival_objects/1985844
YA1946 P190,"Public statements, press releases, reports, and clippings, 1946 June 16-1946 December",,"June 16, 1946- December 1946",press; report; clipping,Press; Periodicals; Newspapers; Government and the Press; Press--Palestine; Press-Palestine--History; reports; reports and memoirs; reports and studies; reports and working papers; clippings; clippings (books; newspapers; etc.),text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985845,,no,record,755750fc-05dd-4f6a-976b-d88663de7b24,https://archives.yale.edu/repositories/12/archival_objects/1985845
YA1946 P191,"Palestine Trip, 1946",,1946,Palestine,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs,text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985846,,no,record,38f7f300-87c0-4249-8308-cd430700f075,https://archives.yale.edu/repositories/12/archival_objects/1985846
YA1947 P192,"Public statements, press releases, reports, and clippings, 1947 January",,1/1/1947 0:00,press; report; clipping,Press; Periodicals; Newspapers; Government and the Press; Press--Palestine; Press-Palestine--History; reports; reports and memoirs; reports and studies; reports and working papers; clippings; clippings (books; newspapers; etc.),text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985847,,no,record,be0c3dc9-9bae-481b-a4ed-1a10c37e6b6a,https://archives.yale.edu/repositories/12/archival_objects/1985847
YA1947 P193,"Public statements, press releases, reports, and clippings, 1947 February-1947 December",,February 1947-December 1947,press; report; clipping,Press; Periodicals; Newspapers; Government and the Press; Press--Palestine; Press-Palestine--History; reports; reports and memoirs; reports and studies; reports and working papers; clippings; clippings (books; newspapers; etc.),text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985850,,no,record,45772db7-067a-4842-9169-4b0080bdc49d,https://archives.yale.edu/repositories/12/archival_objects/1985850
YA1947 P194,"Public statements, press releases, reports, and clippings, 1947 February-1947 December",,February 1947-December 1947,press; report; clipping,Press; Periodicals; Newspapers; Government and the Press; Press--Palestine; Press-Palestine--History; reports; reports and memoirs; reports and studies; reports and working papers; clippings; clippings (books; newspapers; etc.),text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985851,,no,record,489fa84d-9eaa-4f85-afd5-eb06fab9b514,https://archives.yale.edu/repositories/12/archival_objects/1985851
YA1948 P195,"Public statements, press releases, reports, and clippings, 1948 January-1948 April",,January 1948-April 1948,press; report; clipping,Press; Periodicals; Newspapers; Government and the Press; Press--Palestine; Press-Palestine--History; reports; reports and memoirs; reports and studies; reports and working papers; clippings; clippings (books; newspapers; etc.),text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985853,,no,record,5d037e29-226d-4f63-b2e0-1f48db1172f2,https://archives.yale.edu/repositories/12/archival_objects/1985853
YA1948-1949 P196,"Public statements, press releases, reports, and clippings, 1948 May-July",,May-July 1948,press; report; clipping,Press; Periodicals; Newspapers; Government and the Press; Press--Palestine; Press-Palestine--History; reports; reports and memoirs; reports and studies; reports and working papers; clippings; clippings (books; newspapers; etc.),text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985856,,no,record,8d7a8c40-af08-40e6-b8ad-6e2eb711cd65,https://archives.yale.edu/repositories/12/archival_objects/1985856
YA1948-1949 P147,"Public statements, press releases, reports, and clippings, 1948 August-1949 December",,August 1948-December 1949,press; report; clipping,Press; Periodicals; Newspapers; Government and the Press; Press--Palestine; Press-Palestine--History; reports; reports and memoirs; reports and studies; reports and working papers; clippings; clippings (books; newspapers; etc.),text,Archive,English,Yale Archive,https://archives.yale.edu/repositories/12/archival_objects/1985857,,no,record,ad52269b-beb2-4d2c-a60e-6a7c9af8eea8,https://archives.yale.edu/repositories/12/archival_objects/1985857
